KeyCode,PG,Desc,Asno,Code6
B189162,HTHCK,Hacksaw Blades Bi Hard Cobalt 24T,,
B192147,HTSKT,1/2 Dr 27mm Bi-Hex Deep Socket,,
B192295,HTSKT,1/2 Dr 21mm Deep Impact Socket,,
B198482,HTSKT,1/4 & 1/2 Dr 151pc Socket Set,,
B198500,BI,BERA CLIC+ Hand Truck,,
B198586,GLGRE,400ml Berner Silicone Aerosol,,
B198629,LILTO,Charger Plug USB for Berner Hand Lamps,,
B199821,PPEAR,Berner Ear Defenders,,
B200117,CHBRU,10kg Coloured Towelling Rags,,
B200118,CHBRU,10kg Coloured Sweatshirt Rags,,BS
B200437,HTSKT,9pc Hex Key Set (1.5-10mm),,
B200440,HTSKT,2.5mm Hex Key,,
B200441,HTSKT,3mm Hex Key,,
B200442,HTSKT,4mm Hex Key,,
B200443,HTSKT,5mm Hex Key,,
B200444,HTSKT,6mm Hex Key,,
B200445,HTSKT,8mm Hex Key,,
B200446,HTSKT,9mm Hex Key,,
B200447,HTSKT,10.0mm Hexagon (Allen) Key,,
B200448,HTSKT,12mm Hex Key,,
B200449,HTSKT,14mm Hex Key,,
B200463,HTSKT,9pc Ball-End Magnetic Hex Key Set Long  (1.5-10mm),,
B200473,HTSKT,9pc Ball-End Magnetic Hex Key Set Extra Long (1.5-10mm),,
B200483,HTSKT,9pc TX Key Set (TX10-TX50),,
B200503,HTSKT,9pc Magnetic & Security TX Key Set Long (TX10 - TX50),,
B200513,HTSKT,9pc Security TX Key Set Extra Long (TX10-TX50),,
B200523,HTSKT,7pc RIBE Key Set Extra Long (M4-M10),,
B200558,LILTO,Ergo-Combilight Micro USB,,
B200559,LILTO,Pen Light LED 7+1 Micro USB,,
B200774,BORUS,400ml Rust Remover Premium Ice,,
B200776,HTSKT,TX15 Security Long Key Pin,,
B200785,HTSKT,8pc Ball-End Hex Key Set H/D Long (6-19mm),,
B200789,HTSKT,18pc Combination Security TX/Hex Key Set (1.5-10mm & TX10-50,,
B201035,GLGRE,400ml Berner Silicone NSF Aerosol,,
B201071,LILTO,USB Wire for Berner Hand Lamps,,
B201144,ATAIT,Berner Short Die Grinder,,S
B206955,LILTO,Broadfix LED Cordless Micro USB,,
B206956,LILTO,Pocket Lux Bright Micro USB,,BS
B206957,LILTO,Pocket Delux Sun Micro USB,,
B206958,LILTO,Pocket Delux Bright USB,,
B207758,HTSCR,3pc Bit Adaptor Set  1/4 3/8 & 1/2 Sq Drives,,
B208000,HTSPN,36 x 41mm Double Open End Spanner,,
B210748,LILTO,PROMOTION SUITCASE LED LAMPS,,S
B213683,HTSKT,1/2 Dr 19mm Socket Bit,,
B213691,HTSKT,1/2 Dr 17mm Socket Bit,,
B213705,HTSKT,1/2 Dr 14mm Socket Bit,,
B213713,HTSKT,1/2 Dr 12mm Socket Bit,,
B213721,HTSKT,1/2 Dr 10mm Socket Bit,,
B213730,HTSKT,27mm 3/4 Dr Deep Impact Socket,,
B213748,HTSKT,24mm 3/4 Dr Deep Impact Socket,,
B213764,HTSKT,1/2 Dr 27mm Deep Impact Socket,,
B213772,HTSKT,1/2 Dr 24mm Deep Impact Socket,,
B213780,HTSKT,1/2 Dr 22mm Deep Impact Socket,,
B213799,HTSKT,1/2 Dr 13mm Deep Impact Socket,,
B214954,LILTO,USB Car Charger for Berner Hand Lamps,,
B215102,LILTO,Charger Set for Berner Hand Lamps,,
B215317,HTSKT,1in Dr 24mm Deep Impact Socket,,
B215325,HTSKT,1in Dr 27mm Deep Impact Socket,,
B215333,HTSKT,1in Dr 30mm Deep Impact Socket,,
B215341,HTSKT,1in Dr 32mm Deep Impact Socket,,
B215350,HTSKT,1in Dr 36mm Deep Impact Socket,,
B215376,HTSKT,1in Dr 46mm Deep Impact Socket,,
B215384,HTSKT,3/4 Dr 36mm Deep Impact Socket,,
B215392,HTSKT,3/4 Dr 32mm Deep Impact Socket,,
B215406,HTSKT,3/4 Dr 30mm Deep Impact Socket,,
B216373,CHCLN,5Ltr Berner Wheel Rim Cleaner,,
B216482,CHCLN,25Ltr Truck Cleaner,,
B216669,MABRK,5Ltr DOT 4 Berner Brake Fluid,,
B216670,MABRK,Berner Dot 4 Brake Fluid 1 Litre ,,
B217239,HTPLI,605mm C-Clamp Locking Plier Fixed Jaw,,
B217683,ATAIT,Berner 3/4" Impact Wrench ,,
B217686,ATAIT,1in Dr Pneumatic Impact Wrench,,
B218385,HTSCR,PH2 x 100mm H/D Screwdriver with Striking Cap,,
B218428,HTSCR,3.5 x 100mm Plain Slot TOPline Screwdriver,,
B218433,HTSCR,5.5 x 125mm Plain Slot TOPline Screwdriver,,
B219314,DRSET,3pc HSS Spiral Flute Step Drill Set,,
B219322,JAHAC,2Ltr Berner Standard Hand Cleaner,,
B219323,JAHAC,1Ltr Berner Hand Care Cream,,
B219324,JAHAC,1Ltr Berner Hand Protection Cream,,
B219325,JAHAC,2Ltr Berner Special Premium Hand Cleaner,,
B219326,JAHAC,250ml Berner Skin Protection Gel,,
B219327,JAHAC,3Ltr Berner Hand Special Premium Cleaner,,
B219368,JAHAC,2Ltr Berner Hand Cleaner Lotion,,
B22356,HTPLI,Adjustable Locking Plier Extra Deep,,
B22508,WICLN,1Ltr Universal Cleaner,,
B232823,HTBOX,20 Compartment Bera Plastic Insert Tray,,
B234800,HTBOX,12 Compartment Bera Plastic Insert Tray,,
B235350,MAASS,566pc Imperial O Ring Assortment,,
B235652,HTSKT,1/2 Dr 4mm Socket Bit,,
B235660,HTSKT,1/2 Dr 5mm Socket Bit,,
B235679,HTSKT,1/2 Dr 6mm Socket Bit,,
B235687,HTSKT,1/2 Dr 8mm Socket Bit,,
B2372,PTACC,WOODline Jigsaw Blades 2.5/75 R 5T (Pack of 5),,
B2380,PTACC,Saw Blade 150mm 0.9mm 7-18 TPI Variable,,
B2392,PTACC,SAW BLADE 150MM 0.9MM 6-11 TPI VARIABLE,,
B2397,PTACC,150mm 1.6mm 8-10 TPI Variable Saw Blade,,
B239803,HTMIS,Multifunction Lithium Booster 400 A,,
B240027,JAHAC,250ml Berner Standard Hand Cleaner,,
B240029,JAHAC,250ml Berner Premium Hand Cleaner,,
B240032,JAHAC,250ml Berner Hand Protection Cream,,
B240034,JAHAC,250ml Berner Hand Care Cream,,
B240279,HTSCR,7pc H/D PH & Slotted Screwdriver Set With Striking Cap,,
B240314,JAHAC,Berner Soft Bottle Dispenser,,
B24198,HTBOX,8 Compartment Bera Plastic Insert Tray,,
B241989,PTPTS,18V 1/2 Chuck Drill Driver with 2 x 5.0Ah Li-ion Batteries,,
B242001,HTMIS,18V 310ml Caulking Gun 2Ah Li-ion Battery,,
B242004,PTPTS,18V 1/2 Dr Impact Wrench with 2 x 5.0Ah Li-ion Batteries,,
B242006,PTPTS,18V 125mm Angle Grinder with 2 x 5.0Ah Li-ion Batteries,,
B242601,HTMIS,18V 400ml Caulking Gun 2Ah Li-ion Battery,,
B242700,JAHAC,Dispensing Pump for Berner 3Ltr Hand Cleaner,,
B242701,MAREP,300ml Radiator Leak Stop,,
B242705,MAMIS,150ml Petrol Additive PREMIUM,,
B242706,MAMIS,150ml Petrol Additive Standard,,
B242708,MAMIS,150ml Diesel Additive PREMIUM,,
B242709,MAMIS,150ml Diesel Additive Standard,,
B243190,MALNS,60gm Screw Lock High Strength,,
B243191,MALNS,24gm Screw Lock High Strength,,
B243192,MALNS,24gm Screw Lock Medium Strength,,
B243193,MALNS,60gm Screw Lock Medium Strength,,
B243415,GLGLV,Size 10 Cowhide Leather Gloves,,
B243426,ADGLU,20gm Super Glue Gel,,
B243427,ADGLU,20gm Super Glue,,
B243428,ADGLU,50g Duo-fix Glue,,
B243431,ADGLU,200ml Duo-fix Hardener,,
B243441,MALNS,50ml Retainant Tall,,
B243442,MAJTC,50ml Gasket Orange,,
B243443,MAJTC,50ml Gasket Green,,
B243444,MALNS,50ml Hydraulic Sealant,,
B243445,MALNS,50ml Thread Sealant,,
B243617,MAMIS,400ml DPF Cleaner,,
B244119,ADGLU,5gm Super Glue NSF,,
B244292,SESEA,Berner White PU Sealant 300ml,,
B244293,SESEA,Berner Grey PU Sealant 300ml,,
B244294,SESEA,Berner Black PU Sealant 300ml,,
B245412,MAMIS,Nozzle for DPF Cleaner B243617,,
B245463-50,FANUT,M24 Hex Nuts BS3692 Gr8 BZP,,
B245699,HTMIS,BACCG Transparent Tube for 600ml 18V Caulking Gun,,
B2457,PTACC,Saw Blade 150mm 1.2mm 24 TPI,,
B245700,HTMIS,BACCG Driving Rod for 600ml 18V Caulking Gun,,
B245702,HTMIS,BACCG Piston for 600ml 18V Caulking Gun,,
B246999-10,HTSCR,TX20 1/4 Bit L25mm,,
B247006-10,HTSCR,TX25 1/4 Bit L25mm,,
B249074,JAHAC,100ml UV30 Sun Cream,,
B251453,HTPLI,10in Straight Jaw Locking Plier,,
B251461,HTPLI,9in Long Nosed Plier,,
B251470,HTPLI,Welding Locking Plier,,
B251534-10,LILBU,Bulb 24V 21W BA15s Heavy Duty,,
B251550-10,LILBU,Bulb 24V 5W BA15s Heavy Duty,,
B251569-10,LILBU,Bulb 24V 4W BA9s Heavy Duty,,
B257737,HTPLI,7in Curved Jaw Locking Plier,,
B261157,HTSKT,1/2 Dr 10mm E10-TX Socket,,
B261165,HTSKT,1/2 Dr 12mm E12-TX Socket,,
B261840-10,HTSCR,TX30 1/4 Bit L25mm,,
B264806-25,ELELC,25.4mm Blanking Grommets Black,,
B264814-25,ELELC,22.5mm Blanking Grommets Black,,
B267040,ELETU,2.4mm x 10M Heatshrink Tubing Black,,
B267104,ELETU,3.2mm x 10M Heatshrink Tubing Black,,
B267112,ELETU,4.8mm x 10M Heat shrink Tubing Black,,
B267147,ELETU,Shrink Sleeves Roll 6.4mm 5 Metre,,
B267155,ELETU,9.5mm x 5M Heatshrink Tubing Black,,
B267244,ELETU,12.7mm x 5M Heatshrink Tubing Black,,
B278904,HTBOX,6 Compartment Bera Plastic Insert Tray,,
B279676,HTFIL,4pc File Set with Plastic Handles,,
B28523,WLSLD,Superpro Burner Head,,
B28524,WLSLD,Solderpro Sprinkler SPT 17,,
B285811,HTMIS,150mm Brake Caliper File,,
B288551-10,HTSCR,TX15 1/4 Bit L25mm,,
B292389,HTSKT,1/2 Dr 17mm Bi-Hex Deep Socket,,
B296988,HTSKT,1/2 Dr 19mm Bi-Hex Deep Socket,,
B29924,PPSPC,Visitor Goggles,,
B304582,ADGLU,400ml Berner Spray Adhesive,,
B304921,HTMIS,Flexible Magnetic Pick-Up Tool 900g,,
B307327,HTSKT,1/2 Dr 7mm Socket Bit,,
B316512,HTSPN,36 x 460mm Combination Spanner Long,,
B317039,HTSKT,1/2 Dr 30mm Bi-Hex Deep Socket,,
B319775,HTSKT,1/2 Dr 22mm Bi-Hex Deep Socket,,
B319783,HTSKT,1/2 Dr 24mm Bi-Hex Deep Socket,,
B32455,GLGRE,500ml PTFE High Performance Lubricant,,
B325074,HTSKT,3/8 Dr T40 Socket Bit,,
B330396,MAEXH,140g Tube of Exhaust Assembly Paste,,
B330450,HTSKT,1/2 Dr 17mm Wheel Bolt Impact Socket,,
B331112,HTSKT,1/2 Dr 12mm Bi-Hex Deep Socket,,
B331791,DRMIS,20-34mm HSS Step Drill,,
B332224,HTSKT,1/2 Dr 14mm Bi-Hex Deep Socket,,
B339563,HTHCK,Mini Saw 150mm,,
B341835,MAASS,985pc Socket Head Screws Zinc,,
B345318,DRDHS,19mm Hole Saw Bi-Metal HSS,,
B345326,DRDHS,22mm Hole Saw Bi-Metal HSS,,
B345334,DRDHS,25mm Hole Saw Bi-Metal HSS,,
B345342,DRDHS,32mm Hole Saw Bi-Metal HSS,,
B345350,DRDHS,35mm Hole Saw Bi-Metal HSS,,
B345369,DRDHS,38mm Hole Saw Bi-Metal HSS,,
B345377,DRDHS,44mm Hole Saw Bi-Metal HSS,,
B345385,DRDHS,51mm Hole Saw Bi-Metal HSS,,
B345393,DRDHS,57mm Hole Saw Bi-Metal HSS,,
B345407,DRDHS,64mm Hole Saw Bi-Metal HSS,,
B345415,DRDHS,67mm Hole Saw Bi-Metal HSS,,
B345423,DRDHS,76mm Hole Saw Bi-Metal HSS,,
B345431,DRDHS,A2 Arbor 32-152mm,,
B345458,DRDHS,300mm A2 Arbor Extension,,
B345466,DRDHS,Compression Spring,,
B345474,DRDHS,BERA Inlet 16 Compartments,,
B353272,DRDHS,127mm Hole Saw Bi-Metal HSS,,
B353477,DRDHS,121mm Hole Saw Bi-Metal HSS,,
B354767-200,MAASS,M4 x 10mm A2 Socket Head Cap Screws,,
B354783-200,MAASS,M4 x 16mm A2 Socket Head Cap Screws,,
B354805-200,MAASS,M4 x 25mm A2 Socket Head Cap Screws,,
B354821-100,MAASS,M5 x 10mm A2 Socket Head Cap Screws,,
B354848-100,MAASS,M5 x 16mm A2 Socket Head Cap Screws,,
B354856-100,MAASS,M5 x 20mm A2 Socket Head Cap Screws,,
B354864-100,MAASS,M5 x 25mm A2 Socket Head Cap Screws,,
B354872-100,MAASS,M5 x 30mm A2 Socket Head Cap Screws,,
B354899-100,MAASS,M5 x 40mm A2 Socket Head Cap Screws,,
B354902-100,MAASS,M6 x 12mm A2 Socket Head Cap Screws,,
B354910-100,MAASS,M6 x 16mm A2 Socket Head Cap Screws,,
B354929-100,MAASS,M6 x 35mm A2 Socket Head Cap Screws,,
B354970-100,MAASS,M8 x 16mm A2 Socket Head Cap Screws,,
B354996-100,MAASS,M8 x 25mm A2 Socket Head Cap Screws,,
B355828,DRDHS,6.35 x 81mm HSS Guide Drill for A1 and A2 Arbors,,
B355836,DRDHS,6.35 x 101mm HSS Guide Drill for A4 Arbors,,
B355950,HTSKT,1/2 Dr 16mm Impact Socket,,
B355968,HTSKT,1/2 Dr 18mm Impact Socket,,
B356107-100,MAASS,M6 x 12mm A2 Socket Countersunk Screws,,
B356115-100,MAASS,M6 x 16mm A2 Socket Countersunk Screws,,
B356158-100,MAASS,M6 x 40mm A2 Socket Countersunk Screws,,
B356271-50,MAASS,M10 x 25mm A2 Socket Countersunk Screws,,
B356301-50,MAASS,M10 x 40mm A2 Socket Countersunk Screws,,
B363251,HTSKT,1/2 Dr 16mm E16-TX Socket,,
B36727,HTPLI,165mm Automatic Locking Plier Easy Grip,,
B36728,HTPLI,235mm Automatic Locking Plier Easy Grip,,
B370819,HTSKT,1/2 Dr 16mm Bi-Hex Deep Socket,,
B38272-25,ABABD,75 x 1.2 x 10mm METALline Top Flat Cutting Disc,,
B38274-25,ABABG,115 x 1.6 x 22.2mm METALline TOP Cutting Disc,,
B38275-25,ABABD,115 x 3 x 22.23mm DPC METALline Top Cutting Discs,,
B38279-25,ABABD,125 x 3 x 22.23mm DPC METALline Top Cutting Discs,,
B38283-10,OHA,300 x 3.5 x 20mm Flat METALline Top Cutting Disc,,
B38284-10,ABABG,350 x 3.5 x 25.4mm Flat METALline Top Cutting Disc,,
B38305-10,ABABG,230 x 6 x 22.23mm DPC METALline Grinding Discs,,
B38496-25,ABABD,115 x 1 x 22.23mm Flat INOXline Top Cutting Disc,,BS
B38500-25,ABABG,125 X 1 X 22.23 INOXline Top Cuutting Disc,,
B39045-2,ELELL,110 x 50mm 24V White LED Oval Side Marker Lamps,,
B401226-12,WISEA,Mulitprimer Applicator Brushes,,
B404144-100,FAFSS,M5 x 60 Hex HT Setscrew Din933 Gr8.8 BZP,,
B404225-50,FAFSS,M8 x 100 Hex HT Setscrew Din933 Gr8.8 BZP,,
B404276-25,FAFSS,M10 x 75 Hex HT Setscrew Din933 Gr8.8 BZP,,
B404551-50,FAFSS,M14 x 70 BZP Hex HT Setscrews Din933 Gr8.8,,
B405574-25,FABHT,M10 x 150 Hex HT Bolts Din931 Gr8.8 BZP,,
B405787-10,FABHT,M14 x 75 Hex HT Bolts Din931 Gr8.8 BZP,,
B406309-25,FABHT,M20 x 100 Hex HT Bolts Din931 Gr8.8 BZP,,
B411388,HTSKT,1/2 Dr 21mm Bi-Hex Deep Socket,,
B411477,DRDHS,92mm Hole Saw Bi-Metal HSS,,
B413720,FPFPR,Screw Cap with Tap for 5 -10Ltr Drum,,
B416037,DRDHS,86mm Hole Saw Bi-Metal HSS,,
B42679,HTPLI,Special Locking Plier (1080),,
B42683,HTPLI,Special Locking Plier (1084),,
B43691,HTPLI,Adjustable Locking Plier Regular,,
B43692,HTPLI,Adjustable Locking Plier Flexible Jaw,,
B468538,DRDHS,A4 Arbor 32mm,,
B470892,HTSCR,1/4 Dr 75mm Magnetic Bit Holder,,
B47130,HTKNI,20mm Blades for B47131 - 10 pack,,
B47131,HTKNI,Scraper & Knife Set,,
B47163,DRMIS,14-24mm HSS Step Drill,,
B47599,HTPLI,195mm Automatic Locking Plier Easy Grip,,
B48771,HTPLI,6in Long Nose Plier,,
B49280,HTPLI,440mm C-Clamp Locking Plier Flexible Jaw,,
B49603,HTPLI,275mm C-Clamp Locking Plier Flexible Jaw,,
B49833,HTRUL,5M x 25mm Tape Measure,,
B50539,HTHCK,200mm Mini Hacksaw,,
B50586-25,ABABS,230 x 280mm Emery Cloth Sheets 60G,,
B50907,ABABF,125mm Abrasive TOPline Flap Disc 60G,,
B513180-25,FABHT,M20 x 60 Hex HT Bolts Din931 Gr8.8 BZP,,
B51730,HTSCR,1/4 Dr 60mm Magnetic Bit Holder,,
B517828-200,MAASS,M4 x 12mm A2 Socket Countersunk Screws,,
B517852-100,MAASS,M6 x 20mm A2 Socket Countersunk Screws,,
B535516-250,FASTC,8 x 1/2 (4.2 x 13) Pozi Csk ST Screw AB-Zinc,,
B535547-250,FASTC,6 x 1/2 (3.5 x 13) Pozi Csk ST Screw AB-Zinc,,
B535548-250,FASTC,6 x 3/4 (3.5 x 19) Pozi Csk ST Screw AB-Zinc,,
B535554-250,FASTC,8 x 3/4 (4.2 x 19) Pozi Csk ST Screw AB-Zinc,,
B535555-250,FASTC,8 x 1 (4.2 x 25) Pozi Csk ST Screw AB-Zinc,,
B535556-100,FASTC,8 x 1.1/4 (4.2 x 32) Pozi Csk ST Screw AB-Zinc,,
B535557-250,FASTP,6 x 1/2 (3.5 x 13) Pozi Pan ST Screws AB-Zinc,,
B535558-100,FASTC,8 x 1.1/2 (4.2 x 38) Pozi Csk ST Screw AB-Zinc,,
B535559-250,FASTP,6 x 3/4 (3.5 x 19) Pozi Pan ST Screws AB-Zinc,,
B535565-100,FASTC,10 x 1 (4.8 x 25) Pozi Csk ST Screws AB-Zinc,,
B535567-100,FASTC,10 x 1.1/4 (4.8 x 32) Pozi Csk ST Screw AB-Zinc,,
B535568-100,FASTC,10 x 1.1/2 (4.8 x 38) Pozi Csk ST Screw AB-Zinc,,
B535569-100,FASTC,10 x 2 (4.8 x 50) Pozi Csk ST Screw AB-Zinc,,
B535570-250,FASTP,8 x 1/2 (4.2 x 13) Pozi Pan ST Screws AB-Zinc,,
B535572-250,FASTP,8 x 3/4 (4.2 x 19) Pozi Pan ST Screws AB-Zinc,,
B535574-250,FASTP,8 x 1 (4.2 x 25) Pozi Pan ST Screws AB-Zinc,,
B535575-100,FASTC,12 x 2 (5.5 x 50) Pozi Csk ST Screw AB-Zinc,,
B535578-100,FASTP,8 x 1.1/2 (4.2 x 38) Pozi Pan ST Screws AB-Zinc,,
B535583-250,FASTP,10 x 3/4 (4.8 x 19) Pozi Pan ST Screws AB-Zinc,,
B535584-100,FASTP,10 x 1 (4.8 x 25) Pozi Pan ST Screws AB-Zinc,,
B535588-100,FASTP,10 x 1.1/2 (4.8 x 38) Pozi Pan ST Screws AB-Zinc,,
B535590-100,FASTP,10 x 2 (4.8 x 50) Pozi Pan ST Screws AB-Zinc,,
B535593-100,FASTC,8 x 2 (4.2 x 50) Pozi Csk ST Screw AB-Zinc,,
B535597-100,FASTP,14 x 5/8 (6.3 x 16) Pozi Pan ST Screws AB-Zinc,,
B535608-100,FASTP,14 x 3/4 (6.3 x 19) Pozi Pan ST Screws AB-Zinc,,
B537017-250,FASTP,6 x 1 (3.5 x 25) Pozi Pan ST Screws AB-Zinc,,
B537028-250,FASTP,10 x 1/2 (4.8 x 13) Pozi Pan ST Screws AB-Zinc,,
B537035-100,FASTP,10 x 1.1/4 (4.8 x 32) Pozi Pan ST Screws AB-Zinc,,
B537037-100,FASTP,12 x 3/4 (5.5 x 19) Pozi Pan ST Screws AB-Zinc,,
B537040-100,FASTP,12 x 1 (5.5 x 25) Pozi Pan ST Screws AB-Zinc,,
B537042-100,FASTP,12 x 1.1/4 (5.5 x 32) Pozi Pan ST Screws AB-Zinc,,
B537043-100,FASTP,12 x 1.1/2 (5.5 x 38) Pozi Pan ST Screws AB-Zinc,,
B537046-100,FASTP,12 x 2 (5.5 x 50) Pozi Pan ST Screws AB-Zinc,,
B537056-100,FASTP,14 x 1.1/2 (6.3 x 38) Pozi Pan ST Screws AB-Zinc,,
B537062-250,FASTC,6 x 1 (3.5 x 25) Pozi Csk ST Screw AB-Znc,,
B537082-100,FASTC,10 x 3/4 (4.8 x 19) Pozi Csk ST Screw AB-Zinc,,
B537090-100,FASTC,12 x 1 (5.5 x 25) Pozi Csk ST Screw AB-Zinc,,
B537091-100,FASTC,12 x 1.1/4 (5.5 x 32) Pozi Csk ST Screw AB-Zinc,,
B537098-100,FASTC,14 x 2 (6.3 x 50) Pozi Csk ST Screw AB-Zinc,,
B55157,JAHAC,3Ltr Berner Hand Standard Cleaner,,
B551580,JAHAC,Berner Hand Cleaner Wall Board,,
B551581,JAHAC,Berner Hand Cleaner Deal,,
B55159,JAHAC,Wall Bracket for Berner 3Ltr Hand Cleaner,,
B55161,JAHAC,30Ltr Berner Standard Hand Cleaner,,
B55306-2,ELELL,110 x 50mm 24V PR Amber LED Oval Side Marker Lamps,,
B55307-2,ELELL,110 x 50mm 24V Red LED Oval Side Marker Lamps,,
B55308-2,ELELL,110 x 50mm 24V PR Red LED Oval Side Marker Lamps,,
B55309-2,ELELL,110 x 50mm 24V PR White LED Oval Side Marker Lamps,,
B55437-10,BTBTT,Corner Protector,,
B55438-10,BTBTT,Lashing Protector,,
B57607,HTSKT,1/4 Dr Ratchet,,
B57608,HTSKT,3/8 Dr Ratchet,,
B57609,HTSKT,1/2 Dr Ratchet,,
B588024,HTHAM,Plastic Hammer 980g,,
B590029,DRDHS,16mm Hole Saw Bi-Metal HSS,,
B61704,PPSPC,Protection Spectacle Profi1,,
B631930,DRMIS,4-12mm HSS Spiral Flute Step Drill,,
B631957,DRMIS,4M 4-22mm HSS Self-Centering Step Drill,,
B670073,DRDHS,114mm Hole Saw Bi-Metal HSS,,
B690112,CHCLN,400ml Berner Cockpit Spray,,
B70190-10,HTSCR,PH2 1/4 Bit L25mm,,
B70203-10,HTSCR,PH3 1/4 Bit L25mm,,
B70505,HTSCR,HEX8 5/6 Bit L30mm,,
B7148,HTBOX,4 Compartment Bera Plastic Insert Tray,,
B724343,DRMIS,29M 5-29mm HSS Self-Centering Step Drill,,
B724351,HTPLI,220mm Ratchet Crimping Tool (Non-insulated Terminals),,
B728-50,MAMIS,M24 x 29 x 1.5mm DIN7603 Sealing Rings,,
B739502,DRMIS,12mm TRE Oval-shaped Burr (Shank 6mm),,
B742554,HTHAM,Rubber Hammer 550g,,
B742562,HTHAM,Rubber Hammer 800g,,
B742570,HTHAM,Rubber Hammer 1.25kg,,
B745995,ELECT,CABLE BAND CLIP BLACK,,
B746029,ELECT,CABLE BAND ROLL BLACK 15M,,
B746150,ELECT,CABLE TIE GUN,,
B765147-50,FAASS,M6 Dowty Washer Sealing Rings,,
B775541,DRDHS,108mm Hole Saw Bi-Metal HSS,,
B778141-50,FAMIS,M22 Dowty Washer Sealing Rings,,
B778150-50,FAASS,M8 Dowty Washer Sealing Rings,,
B778168-50,MAASS,M10 Dowty Washer Sealing Rings,,
B778176-50,MAASS,M24 Dowty Washer Sealing Rings,,
B799025-5,AIABF,8mm Push in T Connector,,
B799106-5,AIABF,12mm Straight Connector,,
B799289-5,AIABF,6mm Straight Connector,,
B799300-5,AIABF,M16 1.5mm - 8mm Elbow Stud Connector,,
B823447,HTMIS,Oil Filter Wrench 1/2 Dr,,
B8355,DRHSS,14.0mm HSS Reduced Shank Twist Drill,,
B8359,DRHSS,16.0mm HSS Reduced Shank Twist Drill,,
B8361,DRMIS,17mm Reduced Shank Drill Bit,,
B850713,FPFPR,Screw Cap with Tap for 25 -30Ltr Drum,,
B857327-10,HTKNI,Replacement Blades (59 x 19mm) for B129912,,
B857351-10,HTHCK,52mm Trapezoid knife blade,,
B857360-10,HTKNI,Hooked Blade (48 x 19mm) for B129912,,
B857386,HTKNI,10pc 18mm Snap-Off Blades,,
B879258,DRDHS,79mm Hole Saw Bi-Metal HSS,,
B881163,DRMIS,4-20mm HSS Spiral Flute Step Drill,,
B881180,DRMIS,6-30mm HSS Spiral Flute Step Drill,,
B881198,DRMIS,6-36mm HSS Spiral Flute Step Drill ,,
B881260,HTSCR,1/4 Dr Bits Universal Elasto Box (10pc),,
B890286,HTSCR,Adapter for 1/4 Bits,,
B890316,HTSCR,1/4 Dr Screwdriver,,
B890324,HTSKT,1/4 Dr T-Sliding Handle,,
B890359,HTSKT,1/4 Dr Universal Joint,,
B890588,HTSKT,3/8 Dr T-Sliding Handle,,
B890618,HTSKT,3/8 Dr Universal Joint,,
B890898,HTSCR,Adapter for 5/16in to 1/2in Bits,,
B890910,HTSKT,1/2 Dr T-Sliding Handle,,
B890952,HTSKT,1/2 Dr Universal Joint,,
B911371,GLOIL,400ml Berner Drilling & Cutting Oil,,
B912181,HTBOX,10 Compartment Bera Plastic Insert Tray,,
B919748,DRMIS,2M 4-12mm HSS Self-Centering Step Drill,,
B920886,HTPLI,230mm Robo-Grip Plier,,
B924806,ELBAT,1.5v AA Duracell Industrial Batteries,,
B924814,ELBAT,1.5v C Duracell Industrial Batteries,,
B924822,ELBAT,1.5v D Duracell Industrial Batteries,,
B924830,ELBAT,1.5v AAA Duracell Industrial Batteries,,BS
B924849,ELBAT,9v Duracell Industrial Batteries,,
B934572-5,HTSCR,1/4 70mm No2 Pozi Bit,,
B934614,HTSCR,PZ2 5/16 32mm Standard Bit,,
B934615,HTSCR,PZ3 5/16 32mm Standard Bit,,
B936457,DRDHS,152mm Hole Saw Bi-Metal HSS,,
B938185,WLSLD,Solderpro Solder Tip SPT 12,,
B938236,WLSLD,Solderpro Solder Tip SPT 5,,
B938237,WLSLD,Solderpro Solder Tip SPT 9,,
B94063,HTBOX,Bera Module Series Rack Din Narrow,,
B94094,HTBOX,Bera Threaded Rod Module,,
B97268-100,FAFSS,M5 x 25 Hex HT Setscrew Din933 Gr8.8 BZP,,
B97276-100,FAFSS,M5 x 30 Hex HT Setscrew Din933 Gr8.8 BZP,,
B97322-100,FAFSS,M5 x 16 Hex HT Setscrew Din933 Gr8.8 BZP,,
B97381-100,FAFSS,M6 x 45 Hex HT Setscrew Din933 Gr8.8 BZP,,
B97454-100,FAFSS,M6 x 12 Hex HT Setscrew Din933 Gr8.8 BZP,,
B97462-100,FAFSS,M6 x 10 Hex HT Setscrew Din933 Gr8.8 BZP,,
B97785,HTRUL,5m Rollmaster Tape Measure ,,
B98299-50,FABHT,M12 x 60 Hex HT Bolts Din931 Gr8.8 BZP,,
B98337-50,FABHT,M12 X 80 Zinc Bolts 8.8 DIN 931,,
B98891,HTPLI,3 point Locking Plier ,,
BA001-5,JAHKC,5Ltr Versatile Hard Surface Cleaner,,
BA010-5,JAHKC,5Ltr Mystrol Multi-Purpose Cleaner,JANG52BA010-55 ltr,
BA010-75,JAHKC,750ml Mystrol Multi-Purpose Cleaner,JANG52BA010-75750MLUAD3,
BA020-75,JAHKC,750ml Surface Polish,JANG52BA020-75750 ml,
